date,open,high,low,close,volume,dividend,split
2017-01-03,96.48999786376953,98.33000183105469,95.80000305175781,96.95999908447266,816700,0,1
2017-01-04,96.8499984741211,98.81999969482422,96.80000305175781,97.7699966430664,675500,0,1
2017-01-05,97.5199966430664,97.7699966430664,94.41000366210938,94.81999969482422,731700,0,1
2017-01-06,94.81999969482422,95.73999786376953,93.5999984741211,94.08000183105469,998400,0,1
2017-01-09,94.12999725341797,95.87000274658203,93.51000213623047,94.79000091552734,1033000,0,1
2017-01-10,94.61000061035156,96.79000091552734,94.1500015258789,96.12999725341797,781200,0,1
2017-01-11,96.06999969482422,96.76000213623047,95.05999755859375,96.0,600000,0,1
2017-01-12,95.56999969482422,95.8499984741211,94.4000015258789,95.55000305175781,513500,0,1
2017-01-13,95.6500015258789,96.63999938964844,95.27999877929688,96.01000213623047,516400,0,1
2017-01-17,95.47000122070312,96.16999816894531,94.62999725341797,95.33999633789062,539500,0,1
2017-01-18,95.79000091552734,96.11000061035156,93.83000183105469,94.41999816894531,794100,0,1
2017-01-19,91.51000213623047,91.8499984741211,90.20999908447266,90.55000305175781,2107500,0,1
2017-01-20,90.88999938964844,92.02999877929688,90.86000061035156,91.69999694824219,822200,0,1
2017-01-23,91.58000183105469,92.47000122070312,91.44000244140625,92.04000091552734,673000,0,1
2017-01-24,92.52999877929688,92.66999816894531,90.77999877929688,91.6500015258789,848700,0,1
2017-01-25,91.87999725341797,93.5999984741211,91.76000213623047,93.41000366210938,449200,0,1
2017-01-26,93.45999908447266,93.55999755859375,91.83999633789062,92.2300033569336,594600,0,1
2017-01-27,91.66999816894531,92.47000122070312,89.95999908447266,90.93000030517578,1719100,0,1
2017-01-30,89.63999938964844,90.08999633789062,88.55999755859375,89.9800033569336,1433400,0,1
2017-01-31,91.69000244140625,91.75,89.31999969482422,91.69000244140625,1693000,0,1
2017-02-01,97.0,102.0,95.43000030517578,97.25,3782000,0,1
2017-02-02,97.37999725341797,98.54000091552734,94.72000122070312,95.12999725341797,1761600,0,1
2017-02-03,95.43000030517578,96.5199966430664,94.13999938964844,95.81999969482422,1104700,0,1
2017-02-06,96.0,96.23999786376953,93.30000305175781,93.8499984741211,1238500,0,1
2017-02-07,94.30999755859375,94.5,93.08999633789062,93.6500015258789,954100,0,1
2017-02-08,93.25,94.19000244140625,92.61000061035156,94.16999816894531,599400,0,1
2017-02-09,94.19999694824219,96.48999786376953,94.19999694824219,95.9800033569336,670500,0,1
2017-02-10,95.95999908447266,97.22000122070312,95.16999816894531,96.97000122070312,740500,0,1
2017-02-13,96.91999816894531,98.0199966430664,96.4000015258789,97.61000061035156,592100,0,1
2017-02-14,97.66999816894531,99.27999877929688,97.30999755859375,98.38999938964844,791100,0,1
2017-02-15,98.2699966430664,100.12000274658203,98.16999816894531,99.95999908447266,598000,0,1
2017-02-16,100.0,100.76000213623047,99.62000274658203,100.41999816894531,846200,0,1
2017-02-17,100.3499984741211,101.83000183105469,99.5999984741211,101.7699966430664,664200,0,1
2017-02-21,102.27999877929688,102.9000015258789,101.05999755859375,101.86000061035156,571800,0,1
2017-02-22,100.61000061035156,101.19999694824219,100.02999877929688,101.08999633789062,870900,0,1
2017-02-23,101.20999908447266,101.6500015258789,100.2699966430664,101.16000366210938,610400,0,1
2017-02-24,100.56999969482422,103.04000091552734,100.56999969482422,102.88999938964844,723900,0,1
2017-02-27,102.56999969482422,103.23999786376953,102.11000061035156,102.26000213623047,631000,0,1
2017-02-28,102.2699966430664,103.83000183105469,102.2699966430664,102.76000213623047,778500,0,1
2017-03-01,103.7699966430664,104.41999816894531,102.66999816894531,103.83000183105469,780900,0,1
2017-03-02,104.08999633789062,104.52999877929688,103.16000366210938,104.12000274658203,568500,0,1
2017-03-03,104.19999694824219,104.25,103.12000274658203,104.04000091552734,516600,0,1
2017-03-06,104.0999984741211,104.69999694824219,102.18000030517578,102.73999786376953,771700,0,1
