date,open,high,low,close,volume,dividend,split
2017-01-03,65.29000091552734,65.80000305175781,63.70000076293945,65.02999877929688,2710300,0,1
2017-01-04,64.08000183105469,65.45999908447266,64.08000183105469,64.75,2122600,0,1
2017-01-05,64.83999633789062,65.36000061035156,64.08999633789062,64.3499984741211,2028500,0,1
2017-01-06,64.16999816894531,64.72000122070312,63.470001220703125,63.959999084472656,2554500,0,1
2017-01-09,63.31999969482422,63.939998626708984,63.04999923706055,63.2400016784668,1836600,0,1
2017-01-10,63.5,63.619998931884766,62.27000045776367,62.380001068115234,3270000,0,1
2017-01-11,62.52000045776367,63.630001068115234,62.2400016784668,63.380001068115234,1857000,0,1
2017-01-12,63.619998931884766,63.79999923706055,62.400001525878906,62.41999816894531,1672600,0,1
2017-01-13,62.209999084472656,62.34000015258789,60.72999954223633,60.91999816894531,3107900,0,1
2017-01-17,61.45000076293945,61.9900016784668,61.099998474121094,61.900001525878906,2927700,0,1
2017-01-18,61.470001220703125,62.06999969482422,61.11000061035156,61.7400016784668,2468200,0,1
2017-01-19,61.540000915527344,62.56999969482422,61.540000915527344,61.959999084472656,1882500,0,1
2017-01-20,62.15999984741211,62.689998626708984,61.29999923706055,61.97999954223633,2144200,0,1
2017-01-23,61.400001525878906,61.630001068115234,60.2599983215332,61.41999816894531,2002600,0,1
2017-01-24,61.88999938964844,62.81999969482422,61.630001068115234,62.68000030517578,1668100,0,1
2017-01-25,62.369998931884766,63.689998626708984,62.369998931884766,63.599998474121094,3122600,0,1
2017-01-26,63.849998474121094,63.95000076293945,61.189998626708984,63.099998474121094,5783500,0,1
2017-01-27,63.0,63.47999954223633,62.61000061035156,63.09000015258789,2067400,0,1
2017-01-30,62.9900016784668,63.310001373291016,61.15999984741211,61.81999969482422,2790800,0,1
2017-01-31,61.90999984741211,63.189998626708984,61.52000045776367,63.08000183105469,2535900,0,1
2017-02-01,63.66999816894531,63.779998779296875,61.95000076293945,62.58000183105469,2909600,0,1
2017-02-02,62.59000015258789,62.70000076293945,62.02000045776367,62.40999984741211,2110300,0,1
2017-02-03,62.470001220703125,62.5,61.400001525878906,61.849998474121094,2569400,0,1
2017-02-06,62.029998779296875,62.06999969482422,61.36000061035156,61.68000030517578,1519600,0,1
2017-02-07,61.369998931884766,61.619998931884766,60.81999969482422,61.36000061035156,3022400,0,1
2017-02-08,60.9900016784668,61.540000915527344,60.619998931884766,61.15999984741211,4015600,0,1
2017-02-09,61.84000015258789,62.40999984741211,61.04999923706055,61.060001373291016,2300500,0,1
2017-02-10,62.79999923706055,63.09000015258789,60.97999954223633,61.150001525878906,3130700,0,1
2017-02-13,61.22999954223633,61.290000915527344,60.40999984741211,61.060001373291016,4155400,0,1
2017-02-14,61.27000045776367,61.599998474121094,60.33000183105469,61.5,1939500,0,1
2017-02-15,61.16999816894531,61.70000076293945,60.970001220703125,61.5,2247500,0,1
2017-02-16,61.5,61.77000045776367,60.91999816894531,61.20000076293945,1949200,0,1
2017-02-17,60.790000915527344,61.09000015258789,60.38999938964844,60.7599983215332,1680200,0,1
2017-02-21,61.290000915527344,61.34000015258789,60.45000076293945,60.54999923706055,1686600,0,1
2017-02-22,60.470001220703125,60.70000076293945,60.20000076293945,60.54999923706055,2161200,0,1
2017-02-23,60.9900016784668,61.20000076293945,59.810001373291016,59.970001220703125,2114500,0,1
2017-02-24,59.52000045776367,60.189998626708984,59.43000030517578,59.79999923706055,2730100,0,1
2017-02-27,59.869998931884766,60.790000915527344,59.720001220703125,60.25,2265700,0,1
2017-02-28,60.029998779296875,60.599998474121094,59.77000045776367,60.279998779296875,2913300,0,1
2017-03-01,60.91999816894531,62.2400016784668,60.7400016784668,61.83000183105469,1990900,0,1
2017-03-02,61.56999969482422,61.75,60.66999816894531,60.720001220703125,1757700,0,1
2017-03-03,60.720001220703125,60.84000015258789,59.880001068115234,59.88999938964844,1612200,0,1
2017-03-06,59.810001373291016,60.029998779296875,59.310001373291016,59.970001220703125,1805900,0,1
2017-03-07,60.13999938964844,60.22999954223633,59.189998626708984,59.40999984741211,1748600,0,1
2017-03-08,59.06999969482422,59.22999954223633,57.540000915527344,57.709999084472656,2703800,0,1
2017-03-09,57.34000015258789,57.650001525878906,56.619998931884766,57.400001525878906,3845700,0,1
2017-03-10,57.68000030517578,57.93000030517578,56.220001220703125,56.279998779296875,3277600,0,1
2017-03-13,56.4900016784668,56.869998931884766,56.150001525878906,56.68000030517578,1665100,0,1
2017-03-14,56.2400016784668,57.02000045776367,55.93000030517578,56.470001220703125,2040800,0,1
2017-03-15,56.90999984741211,58.11000061035156,56.5,57.709999084472656,2294000,0,1
2017-03-16,57.689998626708984,58.630001068115234,57.31999969482422,58.2400016784668,1974600,0,1
2017-03-17,58.459999084472656,59.7400016784668,58.33000183105469,58.93000030517578,3693900,0,1
2017-03-20,58.75,60.43000030517578,58.27000045776367,60.40999984741211,2763000,0,1
2017-03-21,60.380001068115234,60.689998626708984,59.9900016784668,60.22999954223633,2418400,0,1
2017-03-22,59.9900016784668,61.20000076293945,59.68000030517578,60.540000915527344,2892500,0,1
2017-03-23,60.25,60.31999969482422,59.029998779296875,59.15999984741211,2587000,0,1
2017-03-24,59.189998626708984,59.79999923706055,58.86000061035156,58.9900016784668,1562400,0,1
2017-03-27,58.29999923706055,58.52000045776367,57.810001373291016,58.06999969482422,1854600,0,1
2017-03-28,58.349998474121094,59.220001220703125,57.66999816894531,59.06999969482422,2862300,0,1
2017-03-29,59.060001373291016,60.720001220703125,58.779998779296875,60.02000045776367,1839600,0,1
2017-03-30,60.369998931884766,60.41999816894531,59.09000015258789,59.310001373291016,5912900,0,1
2017-03-31,59.43000030517578,60.380001068115234,59.310001373291016,59.81999969482422,2652700,0,1
2017-04-03,59.81999969482422,60.04999923706055,59.58000183105469,59.689998626708984,1908900,0,1
2017-04-04,59.70000076293945,60.2599983215332,59.060001373291016,60.150001525878906,1831100,0,1
2017-04-05,60.63999938964844,61.83000183105469,60.119998931884766,60.36000061035156,1951700,0,1
2017-04-06,60.689998626708984,61.11000061035156,60.47999954223633,60.939998626708984,1403300,0,1
2017-04-07,61.02000045776367,62.0,60.619998931884766,61.279998779296875,1168800,0,1
2017-04-10,61.4900016784668,62.20000076293945,61.369998931884766,61.709999084472656,1383100,0,1
2017-04-11,61.810001373291016,61.810001373291016,60.52000045776367,60.869998931884766,1348800,0,1
2017-04-12,60.7400016784668,61.45000076293945,60.20000076293945,60.34000015258789,1757100,0,1
2017-04-13,60.20000076293945,60.4900016784668,59.29999923706055,59.459999084472656,1482300,0,1
2017-04-17,59.459999084472656,59.70000076293945,59.119998931884766,59.619998931884766,2120200,0,1
2017-04-18,59.150001525878906,60.45000076293945,59.09000015258789,60.0099983215332,2517000,0,1
2017-04-19,59.90999984741211,60.13999938964844,59.31999969482422,59.470001220703125,2940700,0,1
2017-04-20,59.689998626708984,59.97999954223633,59.369998931884766,59.5,1945000,0,1
2017-04-21,58.959999084472656,59.61000061035156,57.68000030517578,57.68000030517578,3399300,0,1
2017-04-24,58.209999084472656,58.95000076293945,57.86000061035156,58.650001525878906,3070100,0,1
2017-04-25,56.810001373291016,59.529998779296875,56.09000015258789,59.290000915527344,4597400,0,1
2017-04-26,58.380001068115234,59.810001373291016,58.11000061035156,59.459999084472656,3784300,0,1
2017-04-27,58.83000183105469,59.66999816894531,58.27000045776367,59.650001525878906,3989100,0,1
2017-04-28,60.0099983215332,60.099998474121094,59.15999984741211,59.369998931884766,3082500,0,1
2017-05-01,59.369998931884766,59.939998626708984,59.150001525878906,59.709999084472656,2191100,0,1
2017-05-02,59.779998779296875,59.959999084472656,59.27000045776367,59.56999969482422,2578400,0,1
2017-05-03,59.279998779296875,59.790000915527344,58.38999938964844,59.04999923706055,3066600,0,1
2017-05-04,58.45000076293945,58.540000915527344,56.900001525878906,57.40999984741211,3235300,0,1
2017-05-05,57.59000015258789,59.470001220703125,57.400001525878906,59.33000183105469,3052900,0,1
2017-05-08,59.13999938964844,59.7599983215332,58.72999954223633,59.47999954223633,1925500,0,1
2017-05-09,59.29999923706055,59.41999816894531,58.56999969482422,58.599998474121094,1936800,0,1
2017-05-10,59.15999984741211,60.4900016784668,58.79999923706055,60.06999969482422,2343100,0,1
2017-05-11,60.470001220703125,60.77000045776367,59.2599983215332,59.33000183105469,1804100,0,1
2017-05-12,59.150001525878906,59.5099983215332,57.52000045776367,58.2599983215332,4096300,0,1
2017-05-15,59.470001220703125,59.560001373291016,58.0,58.0099983215332,2222800,0,1
